Company,BeanOrigin,Rating,CocoaPercent,CocoaFraction
La Maison du Chocolat (Valrhona),Kuruba,3.0,60.0,0.6
La Maison du Chocolat (Valrhona),Orinoco,3.75,60.0,0.6
La Maison du Chocolat (Valrhona),"Cuana, 2008",3.5,74.0,0.74
La Oroquidea,Peruvian Amazon,2.5,72.0,0.72
La Pepa de Oro,Vinces,3.25,60.0,0.6
Laia aka Chat-Noir,"Madagascar, Batch 59/100",2.75,75.0,0.75
Laia aka Chat-Noir,"Vietnam, Batch 50/100",2.75,75.0,0.75
Laia aka Chat-Noir,"Cuba, Batch 59/100",3.0,75.0,0.75
Laia aka Chat-Noir,"Peru, Batch 51/100",3.25,75.0,0.75
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",3.0,75.0,0.75
Laia aka Chat-Noir,"Sao Tome, Batch 151",3.5,75.0,0.75
Laia aka Chat-Noir,"Bahia, Batch 148",3.25,75.0,0.75
Laia aka Chat-Noir,"Lam Dong, Batch 153",3.75,75.0,0.75
Laia aka Chat-Noir,Cuba,2.75,70.0,0.7
Laia aka Chat-Noir,Trinidad-Tobago,2.75,68.0,0.68
Lajedo do Ouro,Catongo,3.5,70.0,0.7
Lake Champlain (Callebaut),Tanzania,2.5,75.0,0.75
L'Amourette,Rugoso,3.5,80.0,0.8
L'Amourette,Carenero Superior,3.0,75.0,0.75
L'Amourette,Rio Caribe,3.0,75.0,0.75
L'Amourette,Blend,3.0,72.0,0.72
Letterpress,"La Masica, Batch 7, FHIA",3.5,70.0,0.7
Letterpress,"Maya Mtn, Batch 18, Heirloom",3.25,70.0,0.7
Letterpress,Liberia,3.25,70.0,0.7
Letterpress,Beniamo,3.25,70.0,0.7
Letterpress,"San Juan Estate, Gran Couva",3.5,70.0,0.7
Letterpress,San Andres,3.0,70.0,0.7
Letterpress,"La Red, Guaconejo",3.25,70.0,0.7
Letterpress,Kokoa Kamili,3.5,70.0,0.7
Letterpress,Maranura,3.5,70.0,0.7
Levy,Sambirano,3.5,71.0,0.71
Lilla,Madagascar,3.0,70.0,0.7
Lillie Belle,Perfect Illusion,3.5,65.0,0.65
Lillie Belle,"Bolivia, Wild Thing",3.5,68.0,0.68
Lillie Belle,La Selva,3.75,68.0,0.68
Lillie Belle,Purple Haze,2.75,75.0,0.75
Lillie Belle,"The Other One, Grand Cru",3.0,74.0,0.74
Lillie Belle,Wild Thing,3.5,68.0,0.68
Lindt & Sprungli,Excellence (US Version),3.0,85.0,0.85
Loiza,Puerto Rico,2.5,65.0,0.65
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",3.75,70.0,0.7
Lonohana,"Haleiwa E, O'ahu, 2014",3.25,65.0,0.65
Lonohana,"Haleiwa E, O'ahu, 2014",3.75,75.0,0.75
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",3.0,71.0,0.71
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",3.0,72.0,0.72
Lonohana,"Hawaiian Crown, Kona Vanilla",3.5,70.0,0.7
Love Bar,Nicaragua,2.0,75.0,0.75
Luker,Selva,2.75,46.0,0.46
Luker,Macondo,3.0,60.0,0.6
Luker,Misterio,3.0,58.0,0.58
Luker,Santander,3.5,65.0,0.65
Machu Picchu Trading Co.,Peru,1.5,70.0,0.7
Machu Picchu Trading Co.,Peru,2.25,55.0,0.55
Madecasse (Cinagra),Madagascar,3.5,67.0,0.67
Madecasse (Cinagra),Madagascar,3.75,70.0,0.7
Madecasse (Cinagra),Madagascar,4.0,63.0,0.63
Madecasse (Cinagra),Madagascar,3.5,75.0,0.75
Madre,Guadalcanal,3.5,73.0,0.73
Madre,Puerto Rico,2.75,70.0,0.7
Madre,Brazil,3.5,70.0,0.7
Madre,"Choobua, Kona",2.75,70.0,0.7
Madre,"Xocunusco, Chiapas, Pichucalco",2.75,70.0,0.7
Madre,"Hamakua Coast, Kokoleka",3.25,70.0,0.7
Madre,"Criollo, Hawaii",3.25,70.0,0.7
Madre,Kaua'i,3.5,70.0,0.7
Madre,Dominican,2.5,70.0,0.7
Madre,Upala,2.75,70.0,0.7
Madre,"Chiapas, Triple Cacao",2.75,72.0,0.72
Maglio,Africa,2.0,75.0,0.75
Maglio,Ecuador,3.0,70.0,0.7
Maglio,Cuba,3.25,70.0,0.7
Maglio,Santo Domingo,3.75,70.0,0.7
Majani,Ecuador,2.0,70.0,0.7
Malagasy (Chocolaterie Robert),Sambirano 2006,2.75,75.0,0.75
Malagasy (Chocolaterie Robert),Mora Mora 2006,3.5,73.0,0.73
Malagos,"Davao, Mt. Talamo foothills",3.5,65.0,0.65
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",3.5,55.0,0.55
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2.75,55.0,0.55
Malmo,Chuao,3.0,70.0,0.7
Mana,Ecuador,2.5,74.0,0.74
Mana,Peru,2.5,74.0,0.74
Mana,Venezuela,2.75,74.0,0.74
Mana,Conacado,3.75,74.0,0.74
Manifesto Cacao,Colombia,2.75,70.0,0.7
Manoa,Markham Valley,3.5,72.0,0.72
Manoa,Coto Brus,3.75,72.0,0.72
Manoa,"Waiahole, O'ahu",3.75,72.0,0.72
Manoa,"Liberia, #174",3.25,72.0,0.72
Manoa,"Hamakua, Hawaiian Crown, #176",2.75,72.0,0.72
Manoa,Piura,3.0,72.0,0.72
Manoa,"Oahu, Winward, #151, Maunawili district",3.25,72.0,0.72
Manufaktura Czekolady,Johe,3.75,70.0,0.7
Manufaktura Czekolady,Peru,3.5,70.0,0.7
Manufaktura Czekolady,Porcelana,3.75,70.0,0.7
Manufaktura Czekolady,Kolumbia,3.5,85.0,0.85
Manufaktura Czekolady,Grand Cru Dominican Republic,3.25,70.0,0.7
Manufaktura Czekolady,Grand Cru Ghana,3.5,70.0,0.7
Manufaktura Czekolady,Grand Cru Ecuador,3.25,70.0,0.7
Map Chocolate,"Ben Tre, Surprise Valley",3.25,75.0,0.75
Map Chocolate,"ROIG, 2014",3.5,70.0,0.7
Map Chocolate,"Maranon, 2014",3.5,62.0,0.62
Map Chocolate,Ecuador,3.5,70.0,0.7
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2.75,70.0,0.7
Map Chocolate,"A case of the Xerces Blues, triple roast",3.5,70.0,0.7
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",3.5,68.0,0.68
Map Chocolate,Colombia,2.75,75.0,0.75
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",3.0,72.0,0.72
Map Chocolate,Le Chocolat Chaud,3.5,78.0,0.78
Marana,Piura,3.0,70.0,0.7
Marana,Cusco,2.75,70.0,0.7
Marana,San Martin,3.0,70.0,0.7
Marigold's Finest,Cacao Nib Crunch,3.25,75.0,0.75
Marou,"Tan Phu Dong Island, Heart of Darkness",3.25,85.0,0.85
Marou,Ben Tre,3.5,68.0,0.68
Marou,"Dak Lak, Batch 2451",3.75,70.0,0.7
Marou,"Tan Phu Dong, Treasure Island",3.5,75.0,0.75
Marou,Ba Ria,3.5,76.0,0.76
Marou,Dong Nai,3.5,72.0,0.72
Marou,"Tien Giang, Gao Co-op",3.5,70.0,0.7
Marou,Ben Tre,3.5,78.0,0.78
Marou,Tien Giang,3.0,80.0,0.8
Marou,Lam Dong,3.5,74.0,0.74
Mars,"Matina 1-6, prototype",3.0,65.0,0.65
Mars,Ivory Coast,3.0,65.0,0.65
Mars,Nigeria,3.25,65.0,0.65
Mars,"Ghana, prototype",3.5,65.0,0.65
Marsatta,Dominican Republic,2.25,74.0,0.74
Marsatta,Dominican Republic,2.5,89.0,0.89
Martin Mayer,Alto Beni,2.75,76.0,0.76
Martin Mayer,Pisa,3.0,82.0,0.82
Martin Mayer,Tumaco,3.25,74.0,0.74
Mast Brothers,Guatemala,3.0,76.0,0.76
Mast Brothers,Tanzania,3.25,74.0,0.74
Mast Brothers,French Laundry 20th Anniversary,3.75,75.0,0.75
Mast Brothers,Shake Shack,3.5,73.0,0.73
Mast Brothers,Madagascar,2.5,72.0,0.72
Mast Brothers,Chuao,2.75,73.0,0.73
Mast Brothers,Brooklyn Blend,3.5,72.0,0.72
Mast Brothers,"Chuao, Med. Roast",3.0,76.0,0.76
Mast Brothers,"Chuao, Dark Roast",3.0,70.0,0.7
Mast Brothers,"Chuao, Light Roast",2.75,81.0,0.81
Mast Brothers,Moho River,3.5,70.0,0.7
Mast Brothers,Papua New Guinea,2.75,71.0,0.71
Mast Brothers,San Martin,3.0,75.0,0.75
Mast Brothers,Conacado,3.25,73.0,0.73
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",3.75,74.0,0.74
Mast Brothers,Patanemo,2.75,81.0,0.81
Mast Brothers,Ocumare de la Costa,3.0,75.0,0.75
Mast Brothers,"Dominican Republic, Coop",3.25,70.0,0.7
Matale,"Malekula P., 2013",3.5,72.0,0.72
Matale,"Somia, 2013",4.0,68.0,0.68
Matale,"Kulili P., 2013",4.0,74.0,0.74
Matale,Blend,3.75,70.0,0.7
Maverick,Maya Mountain,3.25,70.0,0.7
Maverick,Elvesia,3.25,70.0,0.7
Maverick,Tumbes,3.25,82.0,0.82
Maverick,"Morropon, Norandiono Coop, Piura",3.5,63.0,0.63
Mayacama,Hispaniola,3.0,72.0,0.72
Meadowlands,Bolivia,2.5,70.0,0.7
Meadowlands,Venezuela,2.75,70.0,0.7
Meadowlands,Belize,3.0,70.0,0.7
Meadowlands,"Nicaragua, w/ inbs",3.0,70.0,0.7
Meadowlands,Dominican Republic,3.5,70.0,0.7
Menakao (aka Cinagra),Madagascar,2.5,80.0,0.8
Menakao (aka Cinagra),Madagascar,2.5,72.0,0.72
Mesocacao,El Salvador,2.75,80.0,0.8
Mesocacao,El Salvador,3.0,70.0,0.7
Mesocacao,Honduras,3.25,80.0,0.8
Mesocacao,Honduras,3.5,70.0,0.7
Mesocacao,"La Tronca, Matagalpa",3.25,70.0,0.7
Mesocacao,"La Tronca, Matagalpa",3.5,80.0,0.8
Metiisto,"Fazenda Sempre Firme P., Bahia",3.0,70.0,0.7
Metiisto,Akesson Estate,3.5,72.0,0.72
Metropolitan,South America,3.5,70.0,0.7
Michel Cluizel,"Chiapas, Mokaya P.",3.75,66.0,0.66
Michel Cluizel,"Carenero Superior, Concepcion",3.5,66.0,0.66
Michel Cluizel,Vila Gracinda,3.5,67.0,0.67
Michel Cluizel,Carre Amer,2.0,60.0,0.6
Michel Cluizel,Carre Grand Noir,2.0,85.0,0.85
Michel Cluizel,Tamarina,3.0,70.0,0.7
Michel Cluizel,Los Ancones P.,4.0,67.0,0.67
Michel Cluizel,Mangaro P.,4.0,65.0,0.65
Michel Cluizel,Maralumi P.,4.0,64.0,0.64
Michel Cluizel,Noir Infini,2.0,99.0,0.99
Middlebury,Maya Mountain,3.5,80.0,0.8
Middlebury,San Juan Estate,3.5,70.0,0.7
Middlebury,Oko Caribe,3.75,75.0,0.75
Middlebury,"Patanemo, Epoch, Donaldo",3.75,75.0,0.75
Middlebury,Kokoa Kamili,3.25,75.0,0.75
Middlebury,"Matagalpa, Cacao Bisiesto",3.5,70.0,0.7
Middlebury,La Red,2.5,75.0,0.75
Middlebury,Belize,3.25,80.0,0.8
Middlebury,Houseblend,1.5,65.0,0.65
Middlebury,Alto Beni,2.0,75.0,0.75
Middlebury,"Balinese, Java",2.5,70.0,0.7
Millcreek Cacao Roasters,Ecuador,2.5,70.0,0.7
Millcreek Cacao Roasters,Ecuador,3.5,70.0,0.7
Mindo,Ecuador,2.75,67.0,0.67
Mindo,Ecuador,2.75,77.0,0.77
Minimal,"Acul-du-Nord, 2015",3.5,70.0,0.7
Mission,"Fazenda Camboa, Bahia",3.75,75.0,0.75
Mission,"Bahia, Fazenda Venturosa",3.5,70.0,0.7
Mita,Tumaco,2.5,65.0,0.65
Moho,"Toledo District, w/ nibs",3.25,73.0,0.73
Moho,Toledo District,3.0,72.0,0.72
Moho,"Umoho R., Toledo District, San Felipe",2.75,67.0,0.67
Molucca,La Red,3.0,70.0,0.7
Molucca,Indonesia,2.75,70.0,0.7
Molucca,Peru,3.25,70.0,0.7
Momotombo,Matagalpa,2.75,70.0,0.7
Momotombo,Mombacho,2.75,70.0,0.7
Momotombo,Oscuro,3.25,70.0,0.7
Monarque,Oko Caribe,3.5,72.0,0.72
Monsieur Truffe,Papaua New Guinea,3.25,70.0,0.7
Montecristi,Manabi,3.25,70.0,0.7
Montecristi,Manabi,3.5,63.0,0.63
Montecristi,Manabi,3.5,85.0,0.85
Muchomas (Mesocacao),Nicaragua,3.5,70.0,0.7
Muchomas (Mesocacao),Nicaragua,3.5,80.0,0.8
Mutari,"Kokoa Kamili, batch 1 SRB",2.75,68.0,0.68
Mutari,"Oko Caribe, batch 1 SRB",2.75,71.0,0.71
Mutari,"Ambanja, batch 1 SRB",2.75,68.0,0.68
Mutari,"Tien Giang, batch 1 SRB",3.0,80.0,0.8
Nahua,"Costa Rica, Oscuro",2.5,58.0,0.58
Nahua,"Costa Rica, Oscuro",3.0,70.0,0.7
Naive,Trinidad & Tobago,3.75,70.0,0.7
Naive,"Maranon Canyon, Fortunato No. 4",3.75,78.0,0.78
Naive,Grenada,2.5,71.0,0.71
Na�ve,Nicaragua,3.25,70.0,0.7
Na�ve,Chuao,2.75,75.0,0.75
Na�ve,Barinas,3.0,70.0,0.7
Nanea,Criollo Blend,3.5,85.0,0.85
Nathan Miller,Peru,2.25,72.0,0.72
Nathan Miller,Hispaniola,2.5,70.0,0.7
Nathan Miller,Madagascar,2.5,73.5,0.735
Nathan Miller,Ghana,3.5,70.0,0.7
Neuhaus (Callebaut),Papua New Guinea,2.5,70.0,0.7
Neuhaus (Callebaut),Manickchand Estate,3.75,67.0,0.67
Neuhaus (Callebaut),Dark,1.0,73.0,0.73
Neuhaus (Callebaut),West Africa,2.0,73.0,0.73
Neuhaus (Callebaut),Sao Tome,2.75,75.0,0.75
Neuhaus (Callebaut),Ocumare,3.0,71.0,0.71
Nibble,Patanemo,2.25,72.0,0.72
Nibble,Elvesia P.,2.75,72.0,0.72
Nibble,"Ambanja, Sambirano Valley",3.0,72.0,0.72
Nibble,Tumbes,3.0,72.0,0.72
Night Owl,Peru,2.75,75.0,0.75
Night Owl,Ecuador,3.5,75.0,0.75
Noble Bean aka Jerjobo,Ghana,3.0,75.0,0.75
Noble Bean aka Jerjobo,Moho Valley,3.0,75.0,0.75
Noble Bean aka Jerjobo,Maranon Canyon,3.25,75.0,0.75
Noir d' Ebine,Venezuela,3.0,70.0,0.7
Noir d' Ebine,Ecuador,3.0,70.0,0.7
Nova Monda,"La Patriota, cacao Indio, purple label",3.0,70.0,0.7
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2.75,75.0,0.75
Nova Monda,"Punta Galera, cacao Nacional, gold label",3.25,80.0,0.8
Nuance,"Ghana, 2013",3.75,70.0,0.7
Nuance,"Ecuador, 2013",2.75,70.0,0.7
Nuance,"Canoabo, 2013",3.0,70.0,0.7
Nuance,"Sambirano Valley, 2012",3.5,70.0,0.7
Nuance,La Red,3.75,70.0,0.7
Nugali,Fazenda Leolinda,3.5,70.0,0.7
Oakland Chocolate Co.,Jamaica,2.5,70.0,0.7
Obolo,Pangoa,3.75,70.0,0.7
Obolo,"Pangoa, w/ nibs",3.75,70.0,0.7
Ocelot,Virunga,3.75,70.0,0.7
Ocelot,Piura,4.0,75.0,0.75
Ocho,Sang Yum Coop,2.75,100.0,1.0
Ocho,Sang Yum Coop,3.5,70.0,0.7
Ocho,"PNG, Devotion",2.75,66.0,0.66
Ocho,"PNG, Revolution",3.0,70.0,0.7
Ocho,"PNG, Voodoo",3.25,88.0,0.88
Ocho,"PNG, Nib Bar",3.5,74.0,0.74
Ohiyo,"San Juan Estate, Gran Couva",2.75,70.0,0.7
Ohiyo,Tanzania,3.0,70.0,0.7
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",3.5,70.0,0.7
Olive and Sinclair,Dominican Republic prototype,3.0,72.0,0.72
Olive and Sinclair,Ghana prototype,3.0,72.0,0.72
Olive and Sinclair,Dark 67,2.75,67.0,0.67
Olive and Sinclair,Dark 75,3.0,75.0,0.75
Olivia,Carribean-Raw,2.0,76.0,0.76
Olivia,Carribean,2.75,76.0,0.76
Olivia,Carribean,2.75,85.0,0.85
Olivia,Carribean-Raw,3.0,85.0,0.85
Omanhene,Ghana,2.75,80.0,0.8
Omnom,"Kakao Kamili, Kilombero Valley",3.75,70.0,0.7
Omnom,Papua New Guinea,3.0,70.0,0.7
Omnom,Madagascar,3.5,66.0,0.66
organicfair,Maya Mountain,2.75,74.0,0.74
organicfair,La Red,2.75,72.0,0.72
organicfair,Nicaraqua,2.75,72.0,0.72
organicfair,Caribe,3.0,72.0,0.72
organicfair,Mindo,3.0,72.0,0.72
Original Beans (Felchlin),Papua Kerafat,2.75,68.0,0.68
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",3.25,80.0,0.8
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",3.75,66.0,0.66
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",3.0,70.0,0.7
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",3.0,75.0,0.75
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",3.25,68.0,0.68
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",3.0,60.0,0.6
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",3.0,60.0,0.6
Orquidea,Peru,3.0,65.0,0.65
Orquidea,Peru,3.0,72.0,0.72
Pacari,"Sierra Nevada, Tutu Iku",4.0,70.0,0.7
Pacari,Garaua,3.25,70.0,0.7
Pacari,Cumbia,3.5,70.0,0.7
Pacari,Montubia,3.75,70.0,0.7
Pacari,Tangara,4.0,70.0,0.7
Pacari,"Ecuador, raw",2.75,85.0,0.85
Pacari,Piura,4.0,70.0,0.7
Pacari,Nube- prototype,3.5,70.0,0.7
Pacari,Esmeraldas,2.5,60.0,0.6
Pacari,Manabi,2.75,65.0,0.65
Pacari,Los Rios,3.0,72.0,0.72
Pacari,Raw,2.0,100.0,1.0
Pacari,Raw,3.5,70.0,0.7
Palette de Bine,Lachua,2.75,70.0,0.7
Palette de Bine,Maya Mtn,3.0,72.0,0.72
Palette de Bine,"Silvestre, La Paz, Beni",3.25,70.0,0.7
Palette de Bine,"San Juan Estate, Gran Couva",3.25,70.0,0.7
Palette de Bine,Kokoa Kamili,3.5,72.0,0.72
Palette de Bine,Lam Dong,3.75,72.0,0.72
Palette de Bine,"Alto Beni, Palos Blancos",2.75,72.0,0.72
Palette de Bine,Sambirano,3.75,78.0,0.78
Palette de Bine,"Camino Verde P., Balao, Guayas",2.75,75.0,0.75
Palette de Bine,Duo- Gran Couva & Camino Verde,3.5,75.0,0.75
Palette de Bine,Gran Couva,3.75,70.0,0.7
Pangea,Matasawalevu,3.0,76.0,0.76
Park 75,South America,3.5,65.0,0.65
Parliament,Kilombero Valley,3.25,70.0,0.7
Parliament,"Lachua, Q'egchi families",3.5,70.0,0.7
Parliament,Alto Beni,3.0,70.0,0.7
Parliament,Oko Caribe,3.5,70.0,0.7
Pascha,Peru,2.5,55.0,0.55
Pascha,Peru,2.75,70.0,0.7
Patric,Signature Blend,3.75,70.0,0.7
Patric,Madagascar,4.0,75.0,0.75
Patric,Madagascar,3.5,67.0,0.67
Patric,"Rio Caribe, Paria Penninsula",3.5,70.0,0.7
Patric,Madagascar,4.0,70.0,0.7
Patric,"Piura, Choc. Garage Exclusive",4.0,67.0,0.67
Paul Young,"Madagascar, w/ shell",2.25,73.0,0.73
Paul Young,"Madagascar, w/ shell",2.75,64.0,0.64
Peppalo,Dominican Republic,3.0,82.0,0.82
Pierre Marcolini,"Haut Penja, w/ nibs",3.25,70.0,0.7
Pierre Marcolini,Chuao,3.0,75.0,0.75
Pierre Marcolini,Trinite,3.25,75.0,0.75
Pierre Marcolini,"Baracoa, Cuba",3.75,78.0,0.78
Pierre Marcolini,"Peru, Las Pampas P.",3.0,85.0,0.85
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",3.0,72.0,0.72
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",3.0,72.0,0.72
Pierre Marcolini,Cabosse,4.0,70.0,0.7
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",3.75,72.0,0.72
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",4.0,72.0,0.72
Pierre Marcolini,Fleur de Cacao,3.5,85.0,0.85
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",4.0,72.0,0.72
Pierre Marcolini,"Kendem Lembu, Java",3.0,72.0,0.72
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",4.0,72.0,0.72
Pinellas,Wampusirpi Region,2.5,80.0,0.8
Pitch Dark,Tenor,2.5,62.0,0.62
Pitch Dark,Johe,2.75,80.0,0.8
Pitch Dark,Chuno,2.75,80.0,0.8
Pitch Dark,Nicalizo,2.75,80.0,0.8
Pitch Dark,Rugoso,3.25,80.0,0.8
Pitch Dark,Akesson Estate,3.25,73.0,0.73
Pitch Dark,Namau Village,2.5,73.0,0.73
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",3.25,73.0,0.73
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",3.5,73.0,0.73
Pomm (aka Dead Dog),"La Red, 2011",2.5,76.0,0.76
Pomm (aka Dead Dog),Peru,2.75,82.0,0.82
Potomac,"Oko Caribe, Duarte Province, 2016 H.",3.75,70.0,0.7
Potomac,"Cuyagua, 2013",3.75,70.0,0.7
Potomac,Upala w/ nibs,3.5,70.0,0.7
Potomac,"Upala, Batch 18",3.0,70.0,0.7
Potomac,"San Martin, Amazonian Highlands",2.75,70.0,0.7
Potomac,Bahia,3.5,70.0,0.7
Potomac,"Upala, Batch 12",3.75,82.0,0.82
Pralus,Peru,3.25,75.0,0.75
Pralus,"Porcelana, S. of Lake Maracaibo",3.25,75.0,0.75
Pralus,Chuao,3.5,75.0,0.75
Pralus,Cuyagua,2.0,75.0,0.75
Pralus,Papouasie,3.0,75.0,0.75
Pralus,"Sambirano Valley, Le 100%",3.0,100.0,1.0
Pralus,Dominican Republic-Organic,2.0,75.0,0.75
Pralus,"Monte Alegre, Diego Badero",3.5,75.0,0.75
Pralus,Claudio Corallo w/ nibs,4.0,75.0,0.75
Pralus,"Monte Alegre (Itacare), Brazil",3.0,75.0,0.75
Pralus,Tanzania,3.5,75.0,0.75
Pralus,Sao Tome & Principe,3.5,75.0,0.75
Pralus,Trinidad,3.5,75.0,0.75
Pralus,"Madagascar, Nosy Be Isle.",3.75,75.0,0.75
Pralus,"Java, Indonesie",3.5,75.0,0.75
Pralus,"Barlovento, Venezuela",3.5,75.0,0.75
Pralus,Jamaique,4.0,75.0,0.75
Pralus,Equateur,3.0,75.0,0.75
Pralus,Vanuatu,3.0,75.0,0.75
Pralus,Ghana,3.25,75.0,0.75
Pralus,Colombie,3.5,75.0,0.75
Pralus,Fortissima,4.0,80.0,0.8
Pralus,Cuba,3.0,75.0,0.75
Pralus,"Caracas, Venezuela and Ghana",3.0,75.0,0.75
Pralus,"Djakarta, Java and Ghana",3.5,75.0,0.75
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",3.5,77.0,0.77
Pump Street Bakery,"Crayfish Bay Estate, 2014",3.5,70.0,0.7
Pump Street Bakery,"Akesson's, batch 4411",3.5,74.0,0.74
Pump Street Bakery,Honduras,2.75,80.0,0.8
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2.75,75.0,0.75
Pump Street Bakery,Guantupi River,3.0,75.0,0.75
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",3.25,72.0,0.72
Pump Street Bakery,Guantupi River,2.75,85.0,0.85
Pura Delizia,Venezuela,2.75,73.0,0.73
Q Chocolate,Brazil,3.25,75.0,0.75
Q Chocolate,Brazil,3.5,85.0,0.85
Q Chocolate,Brazil,2.75,55.0,0.55
Q Chocolate,Brazil,3.25,80.0,0.8
Q Chocolate,Brazil,3.0,60.0,0.6
Q Chocolate,Brazil,3.25,65.0,0.65
Quetzalli (Wolter),"Mexico, Lot 28022016",2.75,70.0,0.7
Quetzalli (Wolter),"Uranga, Lot 22032016",3.0,74.0,0.74
Raaka,Amazon Basin Blend,3.0,70.0,0.7
Raaka,Virunga,2.75,75.0,0.75
Raaka,Madagascar,3.25,75.0,0.75
Raaka,La Red,3.5,85.0,0.85
Rain Republic,Suchitepequez E.,2.75,70.0,0.7
Rancho San Jacinto,Ecuador,3.0,75.0,0.75
Ranger,"San Martin, Batch 2",2.5,70.0,0.7
Ranger,"Chulucanas, Batch 1",3.25,80.0,0.8
Ranger,"Tumbes, Batch 2",3.5,73.0,0.73
Raoul Boulanger,Piura,3.25,75.0,0.75
Raw Cocoa,Raw,2.5,70.0,0.7
Republica del Cacao (aka Confecta),Esmeraldas,3.25,75.0,0.75
Republica del Cacao (aka Confecta),"Los Rios, Vinces",2.5,75.0,0.75
Republica del Cacao (aka Confecta),Manabi,3.0,75.0,0.75
Republica del Cacao (aka Confecta),El Oro,3.5,67.0,0.67
Republica del Cacao (aka Confecta),Los Rios,3.75,75.0,0.75
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",3.75,75.0,0.75
Ritual,"Camino Verde P., Balao, Guayas, 2014",3.5,85.0,0.85
Ritual,"Mid Mountain, 2014",3.5,70.0,0.7
Ritual,"Toledo District, Maya",3.75,75.0,0.75
Ritual,"Maranon, Cajamarca",3.0,75.0,0.75
Ritual,Sambirano,4.0,75.0,0.75
Ritual,"Camino Verde P., 2012, Balao, Guayas",3.25,75.0,0.75
Ritual,Gran Couva,3.5,75.0,0.75
Ritual,Costa Rica,3.5,75.0,0.75
Roasting Masters,"La Dorado, light roast",3.25,70.0,0.7
Roasting Masters,"Tapanti, light roast",3.25,70.0,0.7
Roasting Masters,Maleku,3.25,70.0,0.7
Robert (aka Chocolaterie Robert),Madagascar,3.25,75.0,0.75
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,3.25,68.0,0.68
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",3.5,66.0,0.66
Rogue,"La Masica, Batch 1, FHIA Research Center",3.75,75.0,0.75
Rogue,"Caranero, Choc. Garage Exclusive",3.75,70.0,0.7
Rogue,"Tranquilidad, Batch 1",3.25,75.0,0.75
Rogue,Porcelana,3.75,80.0,0.8
Rogue,"Akessons Estate, Sambirano, 2013",3.5,70.0,0.7
Rogue,"Hispaniola, 2013",3.5,70.0,0.7
Rogue,"Silvestre, Batch 7, 2013",4.0,75.0,0.75
Rogue,"Bachelor's Hall E., St. Thomas Parish",3.75,75.0,0.75
Rogue,"Camino Verde P., Balao, Guayas",3.75,75.0,0.75
Rogue,"Silvestre, Batch 1, 2011",3.0,75.0,0.75
Rogue,Piura,3.75,75.0,0.75
Rogue,Rio Caribe,3.5,70.0,0.7
Rogue,"Hispaniola, 2008",2.75,70.0,0.7
Rogue,Jamaica,2.75,70.0,0.7
Rogue,"Sambirano, 2008",2.75,70.0,0.7
Rogue,Trinidad,3.0,70.0,0.7
Rozsavolgyi,Sur del Lago,2.5,84.0,0.84
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2.25,76.0,0.76
Rozsavolgyi,"Sambirano, Akesson Estate",2.5,72.0,0.72
Rozsavolgyi,Carenero Superior,3.5,73.0,0.73
Rozsavolgyi,Porcelana,2.5,71.0,0.71
Rozsavolgyi,"Aragua, Trincheras",3.5,70.0,0.7
Rozsavolgyi,Principe,2.75,77.0,0.77
S.A.I.D.,Malgascio,3.5,64.0,0.64
